îNåéì˙,éûçèÉRÅ[Éh,îÑÇËì¸éDó (kWh),îÉÇ¢ì¸éDó (kWh),ñÒíËëçó (kWh),ÉVÉXÉeÉÄÉvÉâÉCÉX(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXñkäCìπ(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXìåñk(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXìåãû(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXíÜïî(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXñkó§(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXä÷êº(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXíÜçë(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXélçë(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXã„èB(â~/kWh),,ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),Éøè„å¿ílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),Éøâ∫å¿ílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),Éøë¨ïÒílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),ÉøämïÒílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),,âÒîâ¬î\å¥âøëSçëíl(â~/kWh),âÒîâ¬î\å¥âøñkäCìπ(â~/kWh),âÒîâ¬î\å¥âøìåñk(â~/kWh),âÒîâ¬î\å¥âøìåãû(â~/kWh),âÒîâ¬î\å¥âøíÜïî(â~/kWh),âÒîâ¬î\å¥âøñkó§(â~/kWh),âÒîâ¬î\å¥âøä÷êº(â~/kWh),âÒîâ¬î\å¥âøíÜçë(â~/kWh),âÒîâ¬î\å¥âøélçë(â~/kWh),âÒîâ¬î\å¥âøã„èB(â~/kWh),,îÑÇËÉuÉçÉbÉNì¸éDëçó (kWh),îÑÇËÉuÉçÉbÉNñÒíËëçó (kWh),îÉÇ¢ÉuÉçÉbÉNì¸éDëçó (kWh),îÉÇ¢ÉuÉçÉbÉNñÒíËëçó (kWh),,FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjëSçëíl(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjñkäCìπ(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjìåñk(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjìåãû(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjíÜïî(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjñkó§(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjä÷êº(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjíÜçë(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjélçë(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjã„èB(â~/kWh)
2021/11/13,39,20145700,22451150,17081000,22.45,25.77,25.77,25.77,30.40,30.40,30.40,30.40,30.40,30.40,,22.46,517.48,0.00,25.78,21.74,,22.46,25.75,25.68,25.73,30.36,30.38,30.39,30.40,30.40,30.40,,6965850,3909850,3236200,1490300,,22.46,25.57,25.77,25.73,30.39,30.39,30.39,30.37,30.40,30.39
2021/11/13,40,19787800,22236500,16962300,21.48,21.32,21.74,21.74,30.01,30.01,30.01,30.01,30.01,30.01,,21.49,517.48,0.00,21.49,21.49,,21.49,21.31,21.69,21.72,30.00,30.01,30.01,30.01,30.01,30.01,,6730950,3913950,3205100,1573950,,21.49,21.32,21.74,21.70,30.01,30.01,30.00,30.01,30.01,30.01
2021/11/13,41,20020800,22005300,16999850,21.32,13.98,13.98,13.98,30.40,30.40,30.40,30.40,30.40,30.40,,21.32,517.24,0.00,21.75,21.32,,21.32,14.00,14.20,14.00,30.38,30.39,30.39,30.38,30.40,30.39,,6711550,3888050,3272050,1790800,,21.32,14.07,13.99,14.03,30.34,30.40,30.40,30.38,30.40,30.40
2021/11/13,42,19928750,21819300,16803150,20.00,13.92,13.92,13.92,30.40,30.40,30.40,30.40,30.40,30.40,,20.00,516.80,0.00,20.48,20.00,,20.00,13.93,14.06,13.94,30.37,30.38,30.38,30.40,30.40,30.40,,6587850,3818350,3344100,1883900,,20.00,14.00,13.93,13.96,30.36,30.39,30.39,30.38,30.40,30.40
2021/11/13,43,20049650,21561150,16598350,15.93,13.53,13.53,13.53,30.40,30.40,30.40,30.40,30.40,30.40,,15.96,517.76,0.00,15.96,15.96,,15.96,13.54,13.67,13.54,30.38,30.37,30.37,30.38,30.39,30.37,,6427400,3753400,3464100,2034500,,15.96,13.62,13.53,13.56,30.27,30.40,30.40,30.37,30.40,30.39
2021/11/13,44,20100300,21147100,16556450,13.88,13.41,13.41,13.41,30.40,30.40,30.40,30.40,30.40,30.40,,13.93,518.67,0.00,13.99,13.93,,13.93,13.41,13.48,13.41,30.37,30.40,30.37,30.38,30.39,30.40,,6372750,3751750,3326000,1956000,,13.93,13.41,13.41,13.43,30.31,30.40,30.40,30.36,30.40,30.39
2021/11/13,45,19350150,20739600,16855850,21.74,14.40,14.40,14.40,28.52,28.52,28.52,28.52,28.52,28.52,,21.71,516.07,0.00,24.60,21.62,,21.71,14.42,14.48,14.42,28.50,28.51,28.50,28.51,28.52,28.51,,6032100,3670100,3385550,1941500,,21.71,14.48,14.42,14.42,28.48,28.52,28.52,28.50,28.52,28.50
2021/11/13,46,19073950,20425700,16905300,19.76,18.27,18.27,18.27,19.76,19.76,19.76,19.76,19.76,19.76,,19.76,515.89,0.00,19.76,18.28,,19.76,18.31,18.27,18.27,19.76,19.76,19.78,19.76,19.76,19.76,,5783300,3672300,3391050,1878100,,19.76,18.24,18.27,18.28,19.76,19.76,19.78,19.76,19.76,19.76
2021/11/13,47,18329300,19852150,16470900,19.69,18.03,18.34,18.34,18.34,18.34,18.34,18.34,18.34,18.34,,19.69,513.12,0.00,18.33,18.33,,19.69,18.04,18.35,18.34,18.35,18.34,18.39,18.34,18.34,18.34,,5447400,3646400,3448000,1820550,,19.69,18.01,18.34,18.35,18.38,18.34,18.37,18.36,18.34,18.35
2021/11/13,48,17188400,18553200,15647700,14.04,9.84,14.04,14.04,18.67,18.67,18.67,18.67,18.67,18.67,,14.05,512.67,0.00,13.97,13.81,,14.05,9.85,14.04,14.04,18.68,18.67,18.67,18.67,18.67,18.67,,4933750,3610750,2511300,1513850,,14.05,9.84,14.04,14.04,18.68,18.67,18.67,18.67,18.67,18.67
2021/11/14,1,18474450,17073650,14832550,10.68,9.12,10.45,10.45,19.76,19.76,19.76,19.76,19.76,19.76,,10.70,510.66,0.00,10.70,10.70,,10.70,9.12,10.45,10.45,19.72,19.76,19.76,19.76,19.76,19.76,,7120150,4105500,1675300,1208700,,10.70,9.12,10.45,10.45,19.76,19.76,19.75,19.76,19.71,19.76
2021/11/14,2,19813750,17961350,15181650,11.03,7.86,11.03,11.03,18.11,18.11,18.11,18.11,18.11,18.11,,11.03,510.87,0.00,10.68,11.03,,11.03,7.86,11.03,11.03,18.11,18.11,18.10,18.11,18.11,18.11,,8008500,4205850,2376450,1565400,,11.03,7.86,11.03,11.03,18.11,18.11,18.11,18.11,18.08,18.11
2021/11/14,3,20317550,17636950,14969550,11.07,7.95,10.73,10.73,15.38,15.38,15.38,15.38,15.38,15.38,,11.08,511.74,0.00,11.08,11.08,,11.08,7.95,10.73,10.73,15.42,15.38,15.38,15.38,15.38,15.38,,8348100,4219450,2547250,1555300,,11.08,7.95,10.73,10.73,15.38,15.38,15.39,15.39,15.40,15.38
2021/11/14,4,20472750,17760200,14929050,11.41,7.97,10.32,10.32,15.52,15.52,15.52,15.52,15.52,14.75,,11.42,512.08,0.00,11.42,11.42,,11.42,7.97,10.32,10.32,15.54,15.52,15.52,15.52,15.52,14.75,,8482250,4228100,2815150,1595500,,11.42,7.97,10.32,10.32,15.52,15.52,15.53,15.53,15.53,14.75
2021/11/14,5,20625050,18085050,14941650,13.24,7.97,10.32,10.32,15.60,15.60,15.60,15.60,15.60,15.60,,13.25,512.51,0.00,13.32,13.25,,13.25,7.97,10.32,10.35,15.61,15.60,15.60,15.60,15.60,15.60,,8567900,4245800,3112750,1667100,,13.25,7.97,10.36,10.34,15.60,15.60,15.60,15.60,15.61,15.60
2021/11/14,6,20642450,18168000,14853700,13.42,7.97,10.32,10.32,18.98,18.98,18.98,18.98,18.98,18.98,,13.43,512.50,0.00,13.43,13.43,,13.43,7.97,10.32,10.35,18.98,18.98,18.98,18.98,18.98,18.98,,8718750,4247650,3211400,1765750,,13.43,7.97,10.35,10.34,18.98,18.98,18.98,18.98,18.98,18.98
2021/11/14,7,20680350,18412750,14966750,13.41,7.97,11.03,11.03,19.86,19.86,20.40,20.40,20.40,20.40,,13.41,512.45,0.00,13.66,13.41,,13.41,7.97,11.03,11.06,19.86,19.86,20.40,20.40,20.40,20.40,,8756350,4249750,3327650,1776000,,13.41,7.97,11.06,11.05,19.86,19.86,20.40,20.40,20.40,20.40
2021/11/14,8,20799800,18444800,14978700,13.41,7.97,11.50,11.50,19.76,19.76,20.52,20.52,20.52,20.52,,13.41,513.01,0.00,13.41,13.41,,13.41,7.97,11.50,11.51,19.76,19.76,20.52,20.52,20.52,20.52,,8883650,4251050,3054550,1690600,,13.41,7.97,11.50,11.51,19.76,19.76,20.52,20.52,20.52,20.52
2021/11/14,9,20861450,18163200,15096900,13.30,7.97,11.09,11.09,19.76,19.76,20.52,20.52,20.52,20.52,,13.31,513.39,0.00,13.38,13.31,,13.31,7.97,11.09,11.10,19.76,19.76,20.52,20.52,20.51,20.52,,8780050,4251950,2878850,1542000,,13.31,7.97,11.09,11.10,19.76,19.76,20.51,20.52,20.52,20.52
2021/11/14,10,20865350,18141100,15130800,13.24,7.97,12.72,12.72,19.76,19.76,19.76,19.76,19.76,19.76,,13.25,516.07,0.00,13.25,13.25,,13.25,7.97,12.72,12.72,19.75,19.76,19.76,19.76,19.76,19.76,,8858200,4246600,2807350,1500500,,13.25,7.97,12.72,12.72,19.76,19.76,19.76,19.76,19.76,19.76
2021/11/14,11,20960900,18254550,15052150,13.42,8.56,12.82,12.82,19.76,19.76,20.52,20.52,20.52,20.52,,13.42,515.69,0.00,13.42,13.41,,13.42,8.56,12.82,12.82,19.76,19.76,20.52,20.52,20.52,20.52,,9011600,4247500,2798850,1556500,,13.42,8.56,12.82,12.82,19.76,19.76,20.52,20.52,20.52,20.52
2021/11/14,12,21006850,18608450,15299350,13.75,8.56,13.41,13.41,19.20,19.20,19.20,19.20,19.20,19.20,,13.75,515.69,0.00,13.75,13.65,,13.75,8.56,13.41,13.41,19.20,19.20,19.20,19.20,19.20,19.20,,9263900,4331300,2888350,1546500,,13.75,8.56,13.41,13.41,19.20,19.20,19.20,19.20,19.20,19.20
2021/11/14,13,20929400,18535050,14841550,13.42,9.20,13.33,13.33,19.76,19.76,20.52,20.52,20.52,20.52,,13.42,515.69,0.00,13.34,13.34,,13.42,9.20,13.33,13.33,19.76,19.76,20.52,20.52,20.52,20.52,,9229200,4131600,2910000,1562150,,13.42,9.20,13.33,13.33,19.76,19.76,20.52,20.52,20.52,20.52
2021/11/14,14,21138100,18632800,14911050,13.85,11.39,13.33,13.33,19.90,19.90,28.79,28.79,28.79,28.79,,13.85,515.69,0.00,13.85,13.75,,13.85,11.40,13.33,13.33,19.90,19.90,28.79,28.79,28.79,28.79,,9203100,3883200,2832900,1635050,,13.85,11.39,13.33,13.33,19.90,19.90,28.79,28.79,28.79,28.79
2021/11/14,15,21260950,18513200,15547250,20.00,7.89,13.92,13.92,18.90,18.90,25.00,25.00,25.00,25.00,,20.00,517.08,0.00,20.00,19.00,,20.00,7.89,13.92,14.00,18.90,18.90,25.00,25.00,25.00,25.00,,9107200,3638200,2772650,1724800,,20.00,7.89,14.08,13.93,18.90,18.90,25.00,25.00,24.99,25.00
2021/11/14,16,22567700,18415800,15754500,13.84,7.72,13.42,13.42,15.52,15.52,15.52,15.52,15.52,15.52,,13.85,517.45,0.00,19.78,20.54,,13.85,7.72,13.42,13.42,15.55,15.52,15.52,15.52,15.52,15.52,,9507600,3387500,2556350,1611500,,13.85,7.72,13.42,13.42,15.52,15.52,15.52,15.52,15.54,15.53
2021/11/14,17,22705350,18245650,15823050,13.80,7.63,13.75,13.75,13.75,13.75,13.75,13.75,13.75,8.51,,13.81,517.45,0.00,13.87,17.03,,13.81,7.63,13.75,13.76,13.75,13.75,13.76,13.83,13.75,8.51,,9304450,2979850,2305600,1549250,,13.81,7.63,13.75,13.78,13.75,13.82,13.75,13.75,13.77,8.51
2021/11/14,18,23499200,18254400,15805450,9.81,7.54,11.00,11.00,11.00,11.00,11.00,11.00,11.00,8.37,,9.81,517.08,0.00,11.07,13.79,,9.81,7.54,11.00,11.00,11.00,11.00,11.01,11.00,11.00,8.37,,9434100,2762100,2320200,1711350,,9.81,7.54,11.00,11.01,11.00,11.00,11.00,11.00,11.00,8.37
2021/11/14,19,25349850,18638700,16432200,9.04,7.69,10.77,10.77,10.77,10.77,10.77,10.77,10.77,0.01,,9.04,517.08,0.00,11.07,13.42,,9.04,7.69,10.77,10.76,10.77,10.77,10.77,10.77,10.77,0.02,,9659950,2499150,2580700,1987350,,9.04,7.69,10.77,10.77,10.77,10.77,10.77,10.73,10.77,0.01
2021/11/14,20,26341450,18716750,16664900,8.51,7.67,10.31,10.31,10.31,10.31,10.31,10.31,10.31,0.01,,8.51,517.08,0.00,10.31,10.32,,8.51,7.67,10.31,10.30,10.31,10.31,10.31,10.31,10.31,0.01,,9647050,2165250,2767200,2150850,,8.51,7.67,10.31,10.31,10.31,10.26,10.31,10.28,10.31,0.01
2021/11/14,21,27706800,18849950,16964400,8.51,7.58,9.10,9.10,9.10,9.10,9.10,9.10,9.10,0.01,,8.51,517.08,0.00,9.01,8.95,,8.51,7.58,9.07,9.10,9.10,9.10,9.10,9.10,9.10,0.01,,10145200,2233400,2842200,2253350,,8.51,7.58,9.10,9.10,9.10,9.07,9.10,9.10,9.11,0.01
2021/11/14,22,28476450,18711350,16853400,7.49,7.56,8.79,8.79,8.79,8.79,8.79,8.79,8.79,0.01,,7.50,517.76,0.00,8.52,7.50,,7.50,7.56,8.79,8.80,8.79,8.79,8.79,8.79,8.80,0.01,,10393850,2232050,2798700,2214350,,7.50,7.56,8.79,8.79,8.79,8.79,8.79,8.81,8.80,0.01
2021/11/14,23,28705600,19009350,17152300,7.64,7.65,9.02,9.02,9.02,9.02,9.02,9.02,9.02,0.01,,7.65,517.75,0.00,8.52,7.07,,7.65,7.65,9.02,9.02,9.02,9.06,9.02,9.02,9.02,0.01,,10544300,2231500,2765200,2180850,,7.65,7.65,9.02,9.02,9.02,9.02,9.02,9.00,9.02,0.01
2021/11/14,24,28703800,18988850,17099900,7.64,7.80,9.03,9.03,9.03,9.03,9.03,9.03,9.03,0.01,,7.65,516.37,0.00,6.99,2.00,,7.65,7.80,9.03,9.03,9.03,9.08,9.03,9.03,9.05,0.01,,10533950,2229150,2721700,2137350,,7.65,7.80,9.03,9.03,9.04,9.03,9.04,9.01,9.03,0.01
2021/11/14,25,27911750,19018550,16964500,8.29,9.11,9.16,9.16,9.16,9.16,9.16,9.16,9.16,0.01,,8.30,515.91,0.00,6.08,0.01,,8.30,9.11,9.16,9.16,9.16,9.16,9.16,9.16,9.18,0.01,,10041600,2216300,2735200,2150850,,8.30,9.11,9.16,9.16,9.17,9.16,9.16,9.14,9.16,0.01
2021/11/14,26,27179550,18956350,16800250,8.51,9.12,9.88,9.88,9.88,9.88,9.88,9.88,9.88,0.01,,8.54,516.66,0.00,7.06,0.01,,8.54,9.14,9.88,9.90,9.89,9.88,9.89,9.88,9.90,0.01,,9655750,2214450,2745700,2161350,,8.54,9.14,9.88,9.90,9.89,9.93,9.88,9.94,9.88,0.01
2021/11/14,27,27060850,19183300,16912500,8.51,9.16,10.77,10.77,10.77,10.77,10.77,10.77,10.77,0.01,,8.53,516.25,0.00,7.54,0.01,,8.53,9.16,10.77,10.76,10.77,10.76,10.76,10.77,10.77,0.01,,10117450,2401050,2757700,2173350,,8.53,9.16,10.77,10.77,10.77,10.64,10.77,10.72,10.77,0.01
2021/11/14,28,26392950,19082500,16509150,8.51,9.16,11.07,11.07,11.07,11.07,11.07,11.07,11.07,0.01,,8.51,515.29,0.00,8.51,6.01,,8.51,9.16,10.94,11.03,11.07,11.06,11.07,11.07,11.07,0.01,,10065050,2417000,2809200,2210350,,8.51,9.16,11.07,11.07,11.07,10.72,11.07,11.01,11.07,0.01
2021/11/14,29,25555350,18929200,16231300,9.72,9.06,13.30,13.30,13.30,13.30,13.30,13.30,13.30,0.01,,9.72,515.89,0.00,9.72,7.60,,9.72,9.06,13.29,13.24,13.29,13.24,13.28,13.29,13.28,0.01,,9881450,2526900,2631200,2133850,,9.72,9.06,13.30,13.29,13.30,12.89,13.30,13.18,13.30,0.01
2021/11/14,30,24711450,18210250,15992050,9.21,9.07,11.90,11.90,11.90,11.90,11.90,11.90,11.90,0.01,,9.22,516.45,0.00,11.08,8.52,,9.22,9.07,11.89,11.87,11.89,11.90,11.90,11.90,11.89,0.01,,9775950,2732700,2635200,2143350,,9.22,9.07,11.90,11.89,11.90,11.79,11.90,11.82,11.90,0.01
2021/11/14,31,23326700,17434900,15586450,10.00,7.91,10.32,10.32,10.32,10.32,10.32,10.32,10.32,8.51,,10.01,516.74,0.00,13.34,9.19,,10.01,7.91,10.33,10.32,10.32,10.32,10.32,10.41,10.32,8.51,,9182300,2951800,2468200,1901350,,10.01,7.91,10.34,10.35,10.32,10.34,10.32,10.32,10.32,8.51
2021/11/14,32,21085150,17656350,15366850,13.33,13.30,13.30,13.30,13.30,13.30,13.30,13.30,13.30,8.51,,13.38,518.15,0.00,13.96,13.38,,13.38,13.35,13.32,13.30,13.48,14.28,13.31,13.30,13.30,8.51,,8286550,3226800,2363700,1746850,,13.38,13.46,13.41,13.39,13.30,13.30,13.31,13.30,13.31,8.51
2021/11/14,33,21274850,18873600,15726600,13.90,13.33,13.33,13.33,19.14,19.14,19.14,19.14,19.14,8.51,,13.93,517.33,0.00,15.92,13.93,,13.93,13.39,13.35,13.34,19.14,19.63,19.15,19.14,19.14,8.51,,8231800,3545150,2612250,1815250,,13.93,13.41,13.33,13.34,19.27,19.14,19.14,19.14,19.14,8.51
2021/11/14,34,20851850,19285350,15853350,19.30,13.84,13.84,13.84,19.30,19.30,19.30,19.30,19.30,19.30,,19.30,516.22,0.00,17.33,15.32,,19.30,13.84,13.87,13.92,19.30,19.62,19.31,19.30,19.30,19.30,,8164500,3490900,2858750,1850250,,19.30,14.11,13.94,13.86,19.39,19.30,19.30,19.30,19.30,19.30
2021/11/14,35,20934150,19892400,16257350,21.56,19.17,19.17,19.17,19.17,19.17,19.17,19.17,19.17,19.17,,21.55,515.97,0.00,21.55,19.16,,21.55,19.17,19.18,19.20,19.18,19.17,19.18,19.18,19.18,19.17,,8041450,3459150,2829000,1753600,,21.55,19.25,19.17,19.21,19.19,19.17,19.19,19.17,19.17,19.17
2021/11/14,36,21759950,20569200,16899150,20.15,14.12,14.12,14.12,19.49,19.49,28.79,28.79,28.79,28.79,,20.15,516.22,0.00,20.15,18.58,,20.15,14.16,14.14,14.20,19.49,19.49,28.79,28.77,28.79,28.79,,8391800,3767250,2704750,1819850,,20.15,14.32,14.23,14.15,19.49,19.49,28.78,28.79,28.79,28.78
2021/11/14,37,22009550,21126250,17363600,19.61,14.12,14.12,14.12,19.49,19.49,28.79,28.79,28.79,28.79,,19.61,516.21,0.00,19.61,19.32,,19.61,14.14,14.14,14.20,19.49,19.49,28.79,28.77,28.82,28.79,,8482950,4007900,2570350,1685450,,19.61,14.14,14.25,14.15,19.49,19.49,28.80,28.78,28.79,28.78
2021/11/14,38,21954200,21297300,17464950,19.77,14.27,14.27,14.27,19.49,19.49,20.52,20.52,20.52,20.52,,19.76,515.95,0.00,19.76,19.09,,19.76,14.29,14.26,14.35,19.49,19.49,20.52,20.52,20.52,20.52,,8501750,4155200,2537350,1652450,,19.76,14.34,14.38,14.30,19.49,19.49,20.52,20.52,20.52,20.52
2021/11/14,39,21726150,21073200,17322900,19.06,13.97,13.97,13.97,19.28,19.28,20.52,20.52,20.52,20.52,,19.06,516.22,0.00,19.06,15.19,,19.06,13.98,13.99,14.04,19.28,19.28,20.52,20.52,20.52,20.52,,8048500,4167950,2516550,1696650,,19.06,13.98,14.12,13.98,19.28,19.28,20.52,20.52,20.52,20.52
2021/11/14,40,21407600,20926850,17224100,15.19,13.87,13.87,13.87,19.13,19.13,20.52,20.52,20.52,20.52,,15.20,516.22,0.00,16.43,14.41,,15.20,13.87,13.87,13.90,19.13,19.13,20.52,20.52,20.51,20.52,,7634850,4159300,2536050,1716150,,15.20,13.89,13.87,13.90,19.13,19.13,20.52,20.52,20.52,20.52
2021/11/14,41,21518250,20838350,17130950,15.19,13.82,13.82,13.82,19.03,19.03,28.79,28.79,28.79,28.79,,15.20,516.22,0.00,15.56,14.29,,15.20,13.82,13.83,13.85,19.03,19.03,28.78,28.77,28.79,28.79,,7956350,4101800,2635850,1880400,,15.20,13.82,13.82,13.86,19.03,19.03,28.78,28.77,28.79,28.78
2021/11/14,42,21502300,20673450,16976100,15.38,13.73,13.73,13.73,13.73,13.73,28.79,28.79,28.79,28.79,,15.39,516.23,0.00,19.04,15.39,,15.39,13.73,13.74,13.77,13.78,13.73,28.78,28.78,28.79,28.79,,7922450,4140650,2861850,2022300,,15.39,13.73,13.74,13.80,13.74,13.73,28.78,28.77,28.79,28.78
2021/11/14,43,21405900,20495050,16907400,13.82,13.34,13.34,13.34,19.02,19.02,28.79,28.79,28.79,28.79,,13.83,516.26,0.00,13.94,13.83,,13.83,13.34,13.35,13.36,19.02,19.02,28.78,28.78,28.79,28.79,,7918700,4380900,3021050,2084000,,13.83,13.38,13.34,13.36,19.02,19.02,28.78,28.77,28.79,28.78
2021/11/14,44,21367200,20243100,17124600,13.34,9.83,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,,13.37,517.04,0.00,13.80,13.37,,13.37,9.85,13.36,13.35,13.52,13.33,13.33,13.33,13.33,13.33,,7733650,4394350,3101500,2081450,,13.37,9.84,13.36,13.43,13.33,13.33,13.33,13.33,13.33,13.33
2021/11/14,45,20870400,19898800,17026350,13.93,9.83,13.42,13.42,13.42,13.42,13.42,13.42,13.42,13.42,,13.95,516.62,0.00,14.01,13.95,,13.95,9.85,13.43,13.44,13.55,13.42,13.42,13.42,13.42,13.42,,7830650,4589350,3076750,2090300,,13.95,10.33,13.42,13.47,13.43,13.42,13.42,13.42,13.42,13.45
2021/11/14,46,20201550,19245400,16584500,13.95,9.18,13.42,13.42,15.19,15.19,15.19,15.19,15.19,15.19,,13.96,513.48,0.00,14.00,13.86,,13.96,9.19,13.43,13.45,15.23,15.19,15.19,15.19,15.19,15.19,,7521650,4584850,3054550,2073700,,13.96,10.05,13.42,13.44,15.20,15.19,15.19,15.19,15.19,15.21
2021/11/14,47,19607150,18808500,16414550,13.87,13.42,13.42,13.42,15.22,15.22,15.22,15.22,15.22,15.22,,13.88,512.71,0.00,14.00,13.44,,13.88,13.47,13.42,13.43,15.26,15.22,15.22,15.22,15.22,15.22,,6989050,4534750,2785250,2105900,,13.88,13.51,13.42,13.42,15.23,15.22,15.22,15.22,15.22,15.24
2021/11/14,48,18117350,17585550,15613200,11.48,10.60,10.60,10.60,15.31,15.31,15.31,15.31,15.31,15.31,,11.48,511.14,0.00,11.48,10.44,,11.48,10.61,10.61,10.63,15.29,15.30,15.31,15.30,15.31,15.31,,6309800,4562000,2001600,1625750,,11.48,10.83,10.60,10.60,15.31,15.31,15.31,15.31,15.31,15.30
2021/11/15,1,16971200,17337700,15058300,15.19,11.75,11.75,11.75,20.33,20.33,20.33,20.33,20.33,20.33,,15.19,508.90,0.00,13.41,11.07,,15.19,11.75,11.75,11.77,20.33,20.33,20.33,20.33,20.33,20.33,,5240100,3867850,1781100,1117250,,15.19,11.75,11.75,11.78,20.33,20.33,20.33,20.33,20.33,20.33
2021/11/15,2,18530950,18358450,16002900,13.42,9.17,11.01,11.01,12.46,12.46,12.46,12.46,12.46,12.46,,13.42,509.71,0.00,13.00,11.42,,13.42,9.17,11.01,11.03,12.47,12.46,12.46,12.46,12.46,12.46,,5723450,3958200,3230450,1972100,,13.42,9.17,11.01,11.03,12.48,12.46,12.46,12.46,12.46,12.46
2021/11/15,3,19390350,18296650,15906300,12.74,10.32,10.32,10.32,10.32,10.32,10.32,10.32,10.32,9.77,,12.75,511.68,0.00,10.44,10.33,,12.75,10.33,10.32,10.33,10.46,10.32,10.32,10.32,10.32,9.77,,6210500,4151750,3666900,2279050,,12.75,10.33,10.34,10.39,10.34,10.32,10.32,10.32,10.35,9.77
2021/11/15,4,19649800,18670450,15911650,13.42,10.32,10.32,10.32,15.19,15.19,15.19,15.19,15.19,9.77,,13.42,511.28,0.00,11.65,10.47,,13.42,10.33,10.32,10.34,15.20,15.19,15.19,15.19,15.19,9.77,,6388400,4147650,4129000,2563150,,13.42,10.35,10.35,10.32,15.20,15.19,15.19,15.19,15.20,9.77
2021/11/15,5,19777600,19203750,15977450,13.89,10.35,10.35,10.35,18.50,18.50,18.50,18.50,18.50,14.74,,13.89,511.28,0.00,13.85,13.42,,13.89,10.36,10.35,10.37,18.50,18.50,18.50,18.50,18.50,14.74,,6470450,4142200,4543850,2751400,,13.89,10.36,10.35,10.38,18.50,18.50,18.50,18.50,18.50,14.74
2021/11/15,6,19461250,19164900,15782150,13.89,10.32,10.32,10.32,18.56,18.56,18.56,18.56,18.56,16.61,,13.89,511.28,0.00,13.79,13.42,,13.89,10.33,10.32,10.32,18.56,18.56,18.56,18.56,18.56,16.61,,6554300,4140050,4691400,2932250,,13.89,10.33,10.32,10.33,18.56,18.56,18.56,18.56,18.56,16.61
2021/11/15,7,19409000,19076900,15757550,13.82,10.32,10.32,10.32,20.52,20.52,20.52,20.52,20.52,20.52,,13.82,511.28,0.00,13.76,12.98,,13.82,10.33,10.32,10.34,20.52,20.52,20.52,20.52,20.52,20.52,,6394600,4128850,4436900,2886200,,13.82,10.32,10.32,10.35,20.52,20.52,20.52,20.52,20.52,20.52
2021/11/15,8,19311000,19031800,15766500,13.80,10.32,10.32,10.32,20.52,20.52,20.52,20.52,20.52,20.52,,13.80,511.28,0.00,13.74,13.36,,13.80,10.33,10.32,10.32,20.52,20.52,20.52,20.52,20.52,20.52,,6383700,4132950,4166800,2729600,,13.80,10.32,10.32,10.33,20.52,20.52,20.52,20.52,20.52,20.52
2021/11/15,9,19449850,19063350,15884050,13.36,9.98,9.98,9.98,20.51,20.51,20.51,20.51,20.51,20.51,,13.36,510.18,0.00,13.41,11.08,,13.36,9.99,9.98,10.00,20.51,20.51,20.51,20.51,20.51,20.51,,6525750,4212750,3833550,2427800,,13.36,9.98,9.98,10.01,20.51,20.51,20.51,20.51,20.51,20.51
2021/11/15,10,19314600,19208650,16114050,12.02,9.75,9.75,9.75,15.56,15.56,15.56,15.56,15.56,15.56,,12.02,509.07,0.00,11.12,10.89,,12.02,9.75,9.76,9.75,15.56,15.56,15.56,15.56,15.56,15.56,,6315150,4260650,3732550,2158850,,12.02,9.76,9.75,9.75,15.56,15.56,15.56,15.56,15.56,15.56
